,index,title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs,Other_prob,Aff_prob,UnAff_prob,Covered_prob,NotCovered_prob,Covered,NotCovered,entropy,model_name,Judgment,Judgment_prob,item
7552,100,Vehicle Damage I,yes_or_no,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""
Jenny goes on vacation and leaves her car key in a safe inside her house. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage.
Considering just how ""custody or control"" would be understood by ordinary speakers of English, is Jenny covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy."" Jenny",,-4.7406110763549805,0.05349798363940221,-5.35622262954712,-4.6781110763549805,0.08820326356584988,-4.54372262954712,0.0032128044065250893,0.00015995611264023915,0.858298752794748,0.05349798363940221,0.08820326356584988,0.3775406687981454,0.6224593312018546,False,True,0.5019660550241084,gpt2-medium,NotCovered,0.6224593312018546,Vehicle Damage Iversion
7566,114,Vehicle Theft I,yes_or_no,"Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car).""
Gisele, who lives alone, goes on vacation and leaves her car in her home garage. However, surveillance footage captures a masked assailant breaking into Gisele's car and stealing her briefcase, which contained her work laptop. Gisele files a claim with her insurance company for the loss. 
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, is Gisele covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Gisele's insurance company, however, does cover her for the loss of her work laptop.
Gisele's insurance company, however, does cover her for the loss of her work laptop.
Gisele's insurance company, however, does cover her for the loss of her work",,-4.946196556091309,0.04475701606782534,-5.2130141258239755,-4.794007301330566,0.09475060375911999,-4.5880141258239755,0.005021596834536943,0.0003417239531595268,0.8604923801730546,0.04475701606782534,0.09475060375911999,0.3208213008246071,0.6791786991753931,False,True,0.4916078797767718,gpt2-medium,NotCovered,0.6791786991753931,Vehicle Theft Iversion
7567,115,Vehicle Theft I,yes_or_no,"Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car).""
Gisele, who lives alone, goes on vacation and leaves her car in her home garage. However, surveillance footage captures a masked assailant breaking into Gisele's car and stealing her car stereo. Gisele files a claim with her insurance company for the loss.
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, is Gisele covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Gisele's insurance company, however, does cover her for the loss of her car stereo.
Gisele's insurance company, however, does cover her for the loss of her car stereo.
Gisele's insurance company, however, does cover her for the loss of her car",,-5.073675155639648,0.043448654513916295,-5.334850788116455,-4.886175155639648,0.0864079672347611,-4.522350788116455,0.0055238778535324955,0.0003531296967434311,0.8701433782513226,0.043448654513916295,0.0864079672347611,0.334589441253186,0.665410558746814,False,True,0.46888224007644475,gpt2-medium,NotCovered,0.665410558746814,Vehicle Theft Iversion
7568,116,Vehicle Theft I,yes_or_no,"Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car).""
Gisele, who lives alone, goes on vacation and leaves her car in her home garage. However, surveillance footage captures a masked assailant breaking into Gisele's car and stealing her wireless Bluetooth headset. Gisele files a police report and a claim with her insurance company for her loss. 
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, is Gisele covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
Gisele's insurance policy does not cover her loss of her wireless Bluetooth headset, but it does cover her loss of her car. 
Gisele's insurance policy does not cover her loss of her car, but it does cover her loss of her wireless Bluetooth headset. 
Gise",,-4.884282112121582,0.046338500825912975,-5.143564224243164,-4.821782112121582,0.08657171684148161,-4.643564224243164,0.004884042054410538,0.0003323632328967024,0.8670897823326055,0.046338500825912975,0.08657171684148161,0.34864513533394575,0.6513548646660543,False,True,0.4778219665531007,gpt2-medium,NotCovered,0.6513548646660543,Vehicle Theft Iversion
7577,125,Vehicle Theft IV,yes_or_no,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car).""
Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing a smartphone that Hunter leaves in the car for navigation and to play music. Hunter files a claim with his insurance company for the loss. 
Considering just how ""accessory"" would be understood by ordinary speakers of English, is Hunter covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
The insurance company, however, does cover the theft of a ""personal property"" such as a laptop, cell phone, or other electronic device.
The insurance company also covers the theft of a ""personal property"" such as a laptop, cell phone, or other electronic device.
The insurance company",,-5.224061012268066,0.04509152290805122,-5.198122024536133,-5.099061012268066,0.08967520116776972,-4.385621905326843,0.003701337595856885,0.00017311386301137297,0.8652332759241791,0.04509152290805122,0.08967520116776972,0.334589441253186,0.665410558746814,False,True,0.48124641599945617,gpt2-medium,NotCovered,0.665410558746814,Vehicle Theft IVversion
7578,126,Vehicle Theft V,yes_or_no,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who employs a part-time personal assistant, goes on vacation and leaves his car in his home garage. However, surveillance footage captures his personal assistant breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, is Dillon covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Dillon's insurance policy does not cover the loss of his car, but it does cover the loss of his personal assistant.
Dillon's insurance policy does not cover the loss of his personal assistant, but it does cover the loss of his car.
Dillon's insurance policy does not cover",,-5.147545337677002,0.048677160733488656,-5.232590675354004,-4.647545337677002,0.07539266139551093,-4.607590675354004,0.0037535795873335194,0.0001868796344276174,0.8759301778710005,0.048677160733488656,0.07539266139551093,0.3923368301671084,0.6076631698328916,False,True,0.4580558774413112,gpt2-medium,NotCovered,0.6076631698328916,Vehicle Theft Vversion
7579,127,Vehicle Theft V,yes_or_no,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures an unfamiliar man breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, is Dillon covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Dillon's insurance policy does not cover the loss of his car, but it does cover the loss of his life.
Dillon's insurance policy does not cover the loss of his life, but it does cover the loss of his life.
Dillon's insurance policy does not cover the loss",,-5.29470682144165,0.044725707919419114,-5.339413642883301,-4.85720682144165,0.07849606196982262,-4.52691376209259,0.0036713096730184172,0.0001717093564938992,0.8767782301107583,0.044725707919419114,0.07849606196982262,0.3629692055196168,0.6370307944803831,False,True,0.4540188713779204,gpt2-medium,NotCovered,0.6370307944803831,Vehicle Theft Vversion
7580,128,Vehicle Theft V,yes_or_no,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who has been separated from his wife for over two years, goes to work one day and parks his car in the garage. However, surveillance footage captures his estranged wife breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, is Dillon covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
Dillon's insurance policy does not cover the loss of his car, but it does cover the loss of his wife's car.
Dillon's insurance policy does not cover the loss of his wife's car, but it does cover the loss of his wife's car.
Dillon's insurance",,-4.971552848815918,0.04520476176923302,-5.255605697631836,-4.471552848815918,0.07453005226586644,-4.568105578422546,0.0032746219593544597,0.0001847415292810739,0.8802651859649006,0.04520476176923302,0.07453005226586644,0.3775406687981454,0.6224593312018546,False,True,0.445762193997091,gpt2-medium,NotCovered,0.6224593312018546,Vehicle Theft Vversion
7581,129,Vehicle Theft VI,yes_or_no,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who doesn't keep a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, is Cooper covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Cooper's insurance company, however, does cover the loss of his car.
The insurance company's policy also covers Cooper's car if he is ""in the process of leaving the country.""
Cooper's insurance policy also covers the loss of his car if he is ""in the process of",,-5.931878566741943,0.0435603120154375,-5.392217636108398,-4.946108818054199,0.09221718126033447,-4.392217636108398,0.004051740171973046,0.0001672352894877867,0.864222506724228,0.0435603120154375,0.09221718126033447,0.320821300824607,0.6791786991753929,False,True,0.4824223442893938,gpt2-medium,NotCovered,0.6791786991753929,Vehicle Theft VIversion
7582,130,Vehicle Theft VI,yes_or_no,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who keeps a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, is Cooper covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Cooper's insurance company, however, does cover the loss of his car.
The insurance company's policy also covers Cooper's car if he is ""in the process of leaving the country.""
Cooper's insurance policy also covers the loss of his car if he is ""in the process of",,-5.919098377227783,0.04431624093675983,-5.3578081130981445,-4.928904056549072,0.09381748279933186,-4.357808232307434,0.004122052514469411,0.00017013734533144657,0.8618662762639083,0.04431624093675983,0.09381748279933186,0.320821300824607,0.6791786991753931,False,True,0.4882382474556065,gpt2-medium,NotCovered,0.6791786991753931,Vehicle Theft VIversion
7583,131,Vehicle Theft VI,yes_or_no,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who keeps a GPS-tracked smartphone in his car to play music and for navigation, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, is Cooper covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
The insurance company's response: ""We are not aware of any insurance policy that covers theft of a GPS device.""
Cooper's lawyer, David B. Cohen, says he's not sure what the insurance company means by ""tracking device."" ""I don't know what they mean by 'g",,-6.202662944793701,0.04269963401070507,-5.494629859924316,-5.216064929962158,0.09622511064439612,-4.432129859924316,0.0042278362992878675,0.00016393108151549864,0.8610752553448988,0.04269963401070507,0.09622511064439612,0.30735801686526387,0.6926419831347361,False,True,0.4887192312806198,gpt2-medium,NotCovered,0.6926419831347361,Vehicle Theft VIversion
7730,278,Emergency Damages I,negation,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne not covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
Joanne's insurance company, however, does cover the damage caused by the forced entry. The policyholder is not required to pay for the damage, but the policyholder is required to pay for the ""perceived emergency"" caused by the forced entry.
Joanne's insurance company, however,",,-5.576501846313477,0.05921965119494386,-4.903003692626954,-4.951501846313477,0.09763669856854619,-4.465503692626954,0.0045665291595659045,0.00017706355070262723,0.84314365023651,0.09763669856854619,0.05921965119494386,0.6224593312018545,0.37754066879814546,True,False,0.5383918388222297,gpt2-medium,Covered,0.6224593312018545,Emergency Damages Iversion
7735,283,Escape of Oil I,negation,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison not covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Madison's insurance company, however, does cover the damage caused by the oil leaking from the heater. Madison's insurance company, however, does cover the damage caused by the oil leaking from the heater.
Madison's insurance company, however, does cover the damage caused by the oil leaking from the heater",,-5.04231595993042,0.073916739587722,-4.52213191986084,-5.35481595993042,0.073916739587722,-4.77213191986084,0.0032476748809244327,0.00014269280763233529,0.8521665208245559,0.073916739587722,0.073916739587722,0.5,0.5,False,True,0.5214029171386265,gpt2-medium,NotCovered,0.5,Escape of Oil Iversion
7740,288,Escape of Water I,negation,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
",,-5.430751323699951,0.04423803845891976,-5.361340522766113,-4.805670261383057,0.0776401754121159,-4.548840641975403,0.004114778550938108,0.00018079066585986031,0.8781217861289644,0.0776401754121159,0.04423803845891976,0.6370307944803831,0.3629692055196168,True,False,0.450493899926685,gpt2-medium,Covered,0.6370307944803831,Escape of Water Iversion
7741,289,Escape of Water I,negation,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol not covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her",,-5.369612693786621,0.04801618138592626,-5.259934425354004,-4.723717212677002,0.08427102275082028,-4.447434306144714,0.003941408182988632,0.00017317347229425307,0.8677127958632534,0.08427102275082028,0.04801618138592626,0.6370307944803831,0.3629692055196168,True,False,0.47737390872599855,gpt2-medium,Covered,0.6370307944803831,Escape of Water Iversion
7742,290,Escape of Water I,negation,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol not covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
Carol's insurance policy does not cover the damage to her home from the pipe leak.
Carol's insurance policy does not cover the damage to her home from the pipe leak.
Carol's insurance policy does not cover the damage to her home from the pipe leak.
Carol's",,-5.3468098640441895,0.04770418956150075,-5.272972106933594,-4.792736053466797,0.0786509120315573,-4.585472106933594,0.0041683456293256736,0.00018314432523510251,0.8736448984069419,0.0786509120315573,0.04770418956150075,0.6224593312018546,0.37754066879814546,True,False,0.46315283882094616,gpt2-medium,Covered,0.6224593312018546,Escape of Water Iversion
7743,291,Escape of Water II,negation,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Miranda's insurance policy does not cover the damage caused by the water, but it does cover the damage caused by the water itself. The insurance company is required to pay for the damage caused by the water, but it does not have to pay for the damage caused by the water itself.
Mir",,-5.612838745117188,0.04869875182397575,-5.294203758239746,-5.772101879119873,0.08029066798873548,-4.606703758239746,0.005816236481221749,0.00012849733977838442,0.8710105801872887,0.08029066798873548,0.04869875182397575,0.6224593312018546,0.3775406687981454,True,False,0.46996140117617596,gpt2-medium,Covered,0.6224593312018546,Escape of Water IIversion
7744,292,Escape of Water II,negation,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda not covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Miranda's insurance policy does not cover the damage caused by the water leak, but it does cover the damage caused by the water itself. The insurance company does not claim that Miranda's house is ""in danger of flooding,"" but it does claim that Miranda's house is ""in danger of being flooded",,-5.644116401672363,0.04698225481059508,-5.365970611572266,-5.870485305786133,0.08245642509983028,-4.553470611572266,0.005611230147892737,0.00013196348455771779,0.8705613200895747,0.08245642509983028,0.04698225481059508,0.6370307944803832,0.36296920551961687,True,False,0.47011451009280003,gpt2-medium,Covered,0.6370307944803832,Escape of Water IIversion
7745,293,Escape of Water II,negation,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda not covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
Miranda's insurance policy does not cover the damage caused by the leaky water cooler. The policy does not cover the damage caused by the water leaking through her walls. The policy does not cover the damage caused by the water leaking through her floor. The policy does not cover the damage caused by the",,-5.643100738525391,0.05108810505907241,-5.260907173156738,-5.849203586578369,0.07912680501529508,-4.635907173156738,0.005731926530204566,0.00012663481200110482,0.8697850899256325,0.07912680501529508,0.05108810505907241,0.6076631698328917,0.3923368301671084,True,False,0.4740106286621844,gpt2-medium,Covered,0.6076631698328917,Escape of Water IIversion
7775,323,House Removal I,negation,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home.""
Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Denise not covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise's insurance",,-5.315597534179688,0.059877770490633586,-5.193399906158448,-5.0029497146606445,0.10508875994798642,-4.255899906158448,0.004337532180242307,0.0001579945981160577,0.83503346956138,0.10508875994798642,0.059877770490633586,0.6370307944803831,0.3629692055196168,True,False,0.5558853157300396,gpt2-medium,Covered,0.6370307944803831,House Removal Iversion
7776,324,House Removal II,negation,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill to store some of her belongings at his house. A couple days before she is set to move in, Bill's house floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her",,-5.235108375549316,0.049568107586262615,-5.008815288543701,-5.69190788269043,0.07677258687555996,-4.571315288543701,0.004610551109034256,0.00021563834490258448,0.8736593055381774,0.07677258687555996,0.049568107586262615,0.6076631698328916,0.39233683016710835,True,False,0.46399155202943343,gpt2-medium,Covered,0.6076631698328916,House Removal IIversion
7778,326,House Removal II,negation,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill -- who owns a moving company -- to store some of her belongings in his personal office. A couple days before she is set to move in, Bill's office floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper not covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
The insurance company, however, does cover Harper's belongings, and she is not.
The insurance company does not cover Harper's belongings, but it does cover Bill's belongings.
The insurance company does cover Harper's belongings, but it does not cover Bill's belongings.
The insurance company does",,-5.261513233184815,0.052391378523577246,-5.085526466369629,-5.636513233184815,0.08114535444452604,-4.648026466369629,0.005187448956498748,0.0002279207091575371,0.8664632670318967,0.08114535444452604,0.052391378523577246,0.6076631698328916,0.3923368301671084,True,False,0.4824955003304224,gpt2-medium,Covered,0.6076631698328916,House Removal IIversion
7792,340,Malicious Acts or Vandalism I,negation,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of teenagers spread several bags' worth of garbage in front of Olivia's house as a prank, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia not covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Olivia's insurance company, however, does cover her for the damage caused by the group of teenagers. The insurance company's policy states that ""the policyholder is responsible for the costs of the damage caused by the group of teenagers.""
Olivia's insurance company, however, does not",,-5.312927722930908,0.06002898662936574,-4.813355445861816,-5.062927722930908,0.09297471328786491,-4.375855445861816,0.004085023806384256,0.0001397818945660143,0.8469963000827694,0.09297471328786491,0.06002898662936574,0.6076631698328916,0.3923368301671084,True,False,0.5303632305932504,gpt2-medium,Covered,0.6076631698328916,Malicious Acts or Vandalism Iversion
7793,341,Malicious Acts or Vandalism I,negation,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of reckless teenagers crash their car into several bags' worth of garbage in front of Olivia's house while driving almost double the speed limit, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia not covered by the insurance—yes or no? Final answer is:",controversial," """," ""No.""
Olivia's insurance company, however, is not happy. They claim that Olivia's insurance policy does not cover the damage caused by the teenagers' reckless behavior. Olivia's insurance company is not happy. They claim that Olivia's insurance policy does not cover the damage caused by the teenagers' reckless behavior",,-5.189813613891602,0.06281177672041093,-4.7852253913879395,-4.892612457275391,0.09139059586511329,-4.4102253913879395,0.003772141290206972,0.00014626179035710514,0.8457976274144757,0.09139059586511329,0.06281177672041093,0.5926665999540698,0.40733340004593027,True,False,0.5341510628297478,gpt2-medium,Covered,0.5926665999540698,Malicious Acts or Vandalism Iversion
7828,376,Vehicle Damage I,negation,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""
Jenny goes on vacation and leaves her car key in a safe inside her house. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage.
Considering just how ""custody or control"" would be understood by ordinary speakers of English, is Jenny not covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy."" Jenny",,-4.845035552978516,0.061881389956755815,-5.0025715827941895,-4.782535552978516,0.0900368911117207,-4.6900715827941895,0.0032795943009250998,0.00014409531711145136,0.8480817189315235,0.0900368911117207,0.061881389956755815,0.5926665999540697,0.4073334000459302,True,False,0.5286996682097721,gpt2-medium,Covered,0.5926665999540697,Vehicle Damage Iversion
7843,391,Vehicle Theft I,negation,"Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car).""
Gisele, who lives alone, goes on vacation and leaves her car in her home garage. However, surveillance footage captures a masked assailant breaking into Gisele's car and stealing her car stereo. Gisele files a claim with her insurance company for the loss.
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, is Gisele not covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Gisele's insurance company, however, does cover her for the loss of her car stereo.
Gisele's insurance company, however, does cover her for the loss of her car stereo.
Gisele's insurance company, however, does cover her for the loss of her car",,-5.171396255493164,0.05059531704480865,-5.030292510986328,-4.983896255493164,0.07836356000799963,-4.780292510986328,0.005676637247318477,0.0003202539588570579,0.8710411229471917,0.07836356000799963,0.05059531704480865,0.6076631698328916,0.39233683016710835,True,False,0.47077709470996415,gpt2-medium,Covered,0.6076631698328916,Vehicle Theft Iversion
